74.13, green, white
36.64, red, black
71.32, green, white
87.03, green, black
54.86, green, white
66.17, green, black
65.34, green, white
71.56, green, white
82.06, green, black
50.61, green, white
67.12, green, black
63.08, green, white
33.94, red, white
25.72, red, black
42.54, red, white
39.74, red, black
12.36, red, white
69.95, green, white
68.58, green, white
32.81, red, black
32.7, red, white
73.88, green, white
32.35, red, white
29.58, red, white
81.27, green, white
61.12, green, white
64.28, green, white
11.12, red, black
84.98, green, black
17.64, red, white
74.26, green, black
51.47, green, black
38.61, red, white
26.55, red, white
49.36, red, white
64.41, green, black
25.58, red, white
36.77, red, black
71.5, green, white
34.5, red, black
54.52, green, black
71.68, green, white
68.94, green, black
73.69, green, black
44.23, red, black
58.21, green, white
86.11, green, white
81.48, green, white
71.46, green, white
28.06, red, black
79.0, green, white
71.43, green, black
65.84, green, white
73.29, green, black
36.34, red, white
62.36, green, white
32.83, red, white
82.7, green, black
85.28, green, white
72.89, green, white
62.09, green, black
50.53, green, black
25.76, red, black
73.38, green, white
74.59, green, black
32.07, red, black
57.29, green, white
43.78, red, black
36.99, red, black
62.78, green, white
58.54, red, white
64.82, green, white
63.69, green, black
31.62, red, white
62.38, green, black
28.41, red, white
64.57, green, black
60.29, green, black
59.58, green, white
39.57, red, white
68.06, green, black
80.11, green, black
76.77, green, white
40.11, red, white
85.07, green, black
66.78, green, black
30.58, red, white
40.79, red, white
21.05, red, black
61.76, green, white
26.75, red, white
31.92, red, black
84.97, green, white
30.21, red, white
22.66, red, white
57.04, green, black
46.36, red, black
71.29, green, white
22.93, red, black
65.37, green, black
33.9, red, black
67.28, green, white
55.65, green, black
30.88, red, white
28.35, red, black
33.72, red, white
82.66, green, white
32.04, red, black
34.76, red, white
65.06, green, black
17.97, red, white
24.39, red, white
71.96, green, white
50.54, green, black
20.44, red, black
71.49, green, black
82.19, green, white
33.76, red, black
70.26, green, white
17.06, red, black
70.35, green, black
51.34, red, white
54.65, green, white
83.24, green, white
40.23, red, black
53.77, green, white
31.75, red, white
58.58, green, white
17.35, red, white
23.48, red, black
75.04, green, white
69.49, green, black
75.87, green, white
20.75, red, white
35.23, red, black
54.8, green, black
64.56, green, white
12.13, red, black
84.85, green, black
57.63, green, black
22.18, red, white
43.78, green, white
27.39, red, black
26.94, red, black
62.62, green, black
64.29, green, white
56.39, green, black
20.46, red, black
74.87, green, black
9.34, red, black
48.78, green, black
76.97, green, black
61.19, green, black
80.88, green, black
71.68, green, white
69.58, green, black
75.48, green, white
33.66, red, white
75.43, green, black
59.11, green, white
78.8, green, black
25.88, red, black
57.84, green, black
67.53, green, black
73.17, green, white
8.03, red, white
30.98, red, black
68.47, green, black
26.92, red, black
31.79, red, white
21.45, red, white
29.89, red, black
27.63, red, white
29.66, red, black
35.08, red, black
40.71, red, black
70.28, green, black
51.85, green, white
76.9, green, white
63.78, green, white
77.95, green, black
22.63, red, black
16.36, red, black
20.39, red, black
70.58, green, black
36.15, red, black
30.44, red, black
24.56, red, white
20.73, red, black
86.97, green, black
68.03, green, black
35.49, red, black
58.32, green, white
67.6, green, black
75.56, green, white
31.96, red, black
66.74, green, black
39.15, red, white
34.3, red, white
34.03, red, black
59.58, green, white
15.36, red, black
76.87, green, black
46.58, red, black
34.51, red, black
34.12, red, white
49.57, green, white
16.09, red, black
40.59, red, white
20.53, red, black
44.98, red, black
44.86, red, black
45.09, red, white
24.29, red, white
66.5, green, white
64.83, green, white
32.1, red, white
68.55, green, white
67.06, green, white
34.3, red, black
19.34, red, white
70.98, green, black
38.94, red, black
51.18, red, black
29.21, red, black
18.91, red, black
21.69, red, white
30.85, red, black
77.24, green, black
73.59, green, black
74.24, green, white
15.88, red, black
54.47, green, black
72.44, green, black
71.7, green, white
46.86, red, black
27.3, red, black
80.09, green, white
87.65, green, white
67.54, green, white
74.85, green, white
19.84, red, black
29.95, red, white
25.89, red, black
85.23, green, black
42.51, red, black
43.16, red, black
14.85, red, black
65.81, green, white
66.07, green, white
30.69, red, white
56.84, green, black
65.55, green, white
66.34, green, black
41.96, red, white
85.62, green, white
31.66, red, white
78.6, green, white
17.51, red, white
75.5, green, black
49.82, green, black
77.02, green, black
67.39, green, black
19.24, red, black
76.64, green, black
83.82, green, black
71.13, green, black
23.2, red, white
34.41, red, white
26.21, red, black
30.04, red, black
45.31, red, white
25.65, red, white
18.0, red, white
78.21, green, white
28.48, red, white
93.36, green, black
47.59, green, black
80.63, green, black
17.9, red, white
31.36, red, white
68.61, green, black
35.36, red, white
43.81, red, black
76.48, green, white
23.89, red, white
13.71, red, black
72.02, green, black
39.64, red, black
76.05, green, white
78.7, green, black
61.78, green, black
35.28, red, white
34.08, red, white
72.18, green, black
65.12, green, white
27.96, red, white
30.45, red, black
30.74, red, white
54.86, green, white
35.47, red, black
61.19, green, white
62.87, green, white
42.65, red, white
46.05, red, white
88.89, green, white
54.22, red, white
44.59, red, black
66.02, green, white
30.05, red, black
76.8, green, white
75.85, green, black
60.33, green, black
74.2, green, white
70.64, green, black
68.06, green, white
71.03, green, white
65.63, green, white
37.4, red, black
60.88, green, black
66.24, green, white
72.22, green, white
66.62, green, black
65.04, green, white
66.14, green, white
31.58, red, black
70.64, green, white
82.2, green, black
23.51, red, black
35.53, red, black
27.37, red, white
74.94, green, white
30.41, red, white
27.4, red, black
80.23, green, white
22.34, red, black
35.99, red, black
66.14, green, black
22.4, red, white
63.09, green, black
68.85, green, white
81.23, green, black
34.87, red, black
78.04, green, white
63.3, green, black
71.86, green, black
40.49, red, black
79.4, green, white
80.14, green, white
66.93, green, black
19.67, red, white
93.35, green, white
62.45, green, white
19.47, red, black
34.33, red, white
75.61, green, white
23.09, red, black
67.51, green, white
33.63, red, white
26.52, red, white
7.67, red, black
60.68, green, black
1.04, red, black
75.87, green, black
36.98, red, white
29.98, red, black
34.14, red, black
54.58, red, black
18.13, red, black
52.9, green, white
61.49, green, white
29.05, red, white
50.34, red, white
53.35, green, white
72.42, green, white
80.47, green, black
72.54, green, white
66.49, green, white
30.01, red, white
33.28, red, black
29.92, red, black
73.48, green, black
67.43, green, white
69.76, green, black
17.86, red, white
21.49, red, black
18.37, red, white
35.67, red, white
28.98, red, black
29.09, red, white
82.47, green, black
74.44, green, black
31.93, red, white
34.23, red, white
76.3, green, black
23.69, red, black
75.86, green, black
39.39, red, black
75.14, green, white
14.05, red, black
62.76, green, white
25.7, red, white
25.69, red, white
59.61, green, black
42.06, red, black
64.47, green, black
59.55, green, black
29.52, red, black
65.01, green, white
45.36, green, white
23.19, red, black
69.48, green, black
96.04, green, white
54.87, green, white
34.93, red, black
36.62, red, black
73.31, green, black
48.89, red, white
78.15, green, black
23.95, red, white
19.86, red, white
26.42, red, black
35.79, red, black
61.03, green, white
19.85, red, black
84.56, green, white
60.73, green, white
31.16, red, black
64.98, green, white
73.55, green, black
76.19, green, black
73.47, green, black
31.87, red, white
22.33, red, white
62.21, green, black
32.02, red, black
69.74, green, white
82.32, green, black
74.04, green, black
73.31, green, white
31.86, red, white
70.67, green, black
35.2, red, black
73.74, green, white
71.29, green, white
73.81, green, white
86.22, green, black
68.54, green, black
75.4, green, black
48.03, green, black
90.26, green, black
68.17, green, white
87.64, green, black
50.09, red, white
42.03, red, black
84.65, green, black
80.08, green, black
12.38, red, white
15.78, red, white
18.37, red, black
29.65, red, white
23.8, red, black
28.03, red, white
80.03, green, white
34.89, red, white
20.59, red, black
84.42, green, white
69.06, green, white
70.62, green, white
34.29, red, black
39.97, red, white
62.46, green, black
61.38, green, white
65.82, green, black
43.74, red, white
42.4, red, black
63.6, green, black
67.8, green, black
69.69, green, white
73.0, green, white
66.62, green, black
40.44, red, black
40.73, red, white
77.49, green, black
26.01, red, white
70.8, green, black
61.9, green, white
30.89, red, white
8.82, red, white
72.06, green, white
28.95, red, black
74.48, green, black
24.11, red, black
60.84, green, black
75.88, green, white
25.73, red, black
27.94, red, black
57.02, green, black
79.18, green, black
30.18, red, white
21.49, red, white
72.34, green, white
17.57, red, white
22.55, red, black
20.68, red, white
34.19, red, black
24.61, red, black
74.22, green, white
37.02, red, black
53.7, green, white
60.65, green, black
27.06, red, white
42.72, red, black
31.33, red, white
30.6, red, black
29.13, red, black
68.08, green, black
69.33, green, black
51.69, red, white
74.65, green, white
77.14, green, white
43.66, red, black
63.78, green, black
79.72, green, white
66.87, green, black
62.59, green, white
40.06, red, black
77.15, green, white
74.19, green, white
27.36, red, white
50.49, red, white
62.55, green, white
20.51, red, black
52.91, green, black
75.4, green, white
69.24, green, white
69.94, green, black
13.43, red, black
56.45, green, black
47.55, green, black
39.03, red, black
64.53, green, white
62.91, green, white
40.02, red, white
44.42, red, black
69.84, green, black
23.09, red, white
9.77, red, black
26.13, red, white
86.29, green, white
84.02, green, black
5.49, red, black
50.03, green, white
42.64, red, black
15.22, red, white
78.04, green, white
63.46, green, white
18.63, red, black
89.13, green, white
33.11, red, white
94.58, green, white
62.06, green, black
29.39, red, white
66.88, green, black
31.65, red, white
64.04, green, white
27.72, red, black
40.12, red, white
79.3, green, black
72.88, green, black
41.79, red, black
73.86, green, white
56.8, green, white
55.07, green, black
14.3, red, black
50.23, red, white
21.56, red, white
68.24, green, white
74.28, green, white
28.05, red, white
54.04, green, black
76.33, green, black
66.68, green, black
28.81, red, white
77.8, green, white
32.86, red, white
91.02, green, black
73.29, green, white
32.5, red, black
27.24, red, black
36.94, red, black
46.0, red, black
44.1, red, black
37.58, red, white
18.95, red, black
17.47, red, black
21.5, red, white
28.31, red, white
26.88, red, white
71.61, green, white
22.75, red, white
27.7, red, white
63.05, green, white
67.0, green, black
37.14, red, white
21.13, red, white
45.58, red, white
79.18, green, black
75.29, green, black
35.82, red, black
76.59, green, white
68.51, green, white
22.93, red, white
66.81, green, white
11.92, red, white
67.78, green, black
73.24, green, white
66.19, green, white
35.31, red, black
31.8, red, black
13.9, red, black
71.37, green, white
59.64, green, black
26.4, red, white
30.59, red, black
55.8, green, black
23.58, red, white
30.29, red, black
33.11, red, white
78.7, green, black
27.71, red, black
69.52, green, black
58.21, green, white
